Name,Median Gross Rent(monthly),Total Household Income(yearly),Total population,Transportation To Work,Wage,Health Insurance Coverage,Employment Status,Bedrooms,Total Contract Rent,Total Rent Asked,Total Gross Rent,Aggregate Gross Rent,Median Value,Total Price Asked,Selected Monthly Owner Costs,Monthly Housing Cost,state_id,county_id,regionid
"Census Tract 9510, Jackson County, Alabama",567,1640,4422,0,1003,4422,3662,2027,331,76,331,138400,81500,8,1309,1640,01,071,951000
"Census Tract 9505, Jackson County, Alabama",550,1224,3497,0,815,3497,2804,1466,218,24,218,101800,93800,63,1006,1224,01,071,950500
"Census Tract 9508, Jackson County, Alabama",569,1797,4132,0,1104,3749,3612,2027,881,44,881,440100,98100,83,916,1797,01,071,950800
"Census Tract 9509, Jackson County, Alabama",622,2222,5599,0,1306,5599,4573,2687,270,96,270,149600,162000,78,1952,2222,01,071,950900
"Census Tract 9504, Jackson County, Alabama",683,811,2121,0,488,2093,1753,1055,147,8,147,78700,82200,30,664,811,01,071,950400
"Census Tract 116, Talladega County, Alabama",383,1854,4466,18,993,4466,3518,2161,570,49,570,274300,87100,132,1284,1854,01,121,011600
"Census Tract 117, Talladega County, Alabama",506,1692,4232,0,1225,4199,3400,2012,417,82,417,186300,104500,40,1275,1692,01,121,011700
"Census Tract 111, Talladega County, Alabama",829,1940,4981,0,1126,4981,4166,2206,379,42,379,233600,83200,120,1561,1940,01,121,011100
"Census Tract 37.04, Mobile County, Alabama",918,2020,4382,0,1416,4364,3656,2241,590,71,590,491500,166200,52,1430,2020,01,097,003704
"Census Tract 37.05, Mobile County, Alabama",923,1863,4037,0,1436,4022,3361,2239,951,250,951,888000,262600,42,912,1863,01,097,003705
"Census Tract 34.07, Mobile County, Alabama",757,2692,7372,17,2018,7365,6156,2993,362,43,362,281500,123500,59,2330,2692,01,097,003407
"Census Tract 112.06, Jefferson County, Alabama",1040,2096,5260,0,1631,5260,4441,2174,249,0,249,174500,168400,0,1847,2096,01,073,011206
"Census Tract 116, Jefferson County, Alabama",645,1366,3720,0,909,3720,2885,1619,230,33,230,147200,140600,62,1136,1366,01,073,011600
"Census Tract 119.01, Jefferson County, Alabama",633,1129,2669,0,674,2520,2134,1333,632,17,632,359200,72400,94,497,1129,01,073,011901
"Census Tract 41, Mobile County, Alabama",696,329,731,16,167,731,628,457,153,10,153,76600,43400,0,176,329,01,097,004100
"Census Tract 52, Mobile County, Alabama",925,519,1614,0,367,1603,1180,711,239,66,239,174100,75200,15,280,519,01,097,005200
"Census Tract 63.02, Mobile County, Alabama",1118,2452,6793,0,1847,6776,5353,2752,206,40,206,192500,155700,187,2246,2452,01,097,006302
"Census Tract 64.02, Mobile County, Alabama",810,1513,4292,0,1097,4292,3448,1772,587,59,587,394100,98100,72,926,1513,01,097,006402
"Census Tract 64.04, Mobile County, Alabama",992,3998,12121,0,3319,11995,8992,4149,1195,49,1195,1256200,156400,0,2803,3998,01,097,006404
"Census Tract 69.02, Mobile County, Alabama",775,1440,4235,0,994,4202,3156,1725,396,166,396,308900,94800,26,1044,1440,01,097,006902
"Census Tract 70, Mobile County, Alabama",1074,1838,4533,0,1271,4527,3905,2156,431,34,431,413200,155400,96,1407,1838,01,097,007000
"Census Tract 71.02, Mobile County, Alabama",-666666666,1108,3149,0,790,3149,2239,1220,389,0,389,224800,98800,0,719,1108,01,097,007102
"Census Tract 73, Mobile County, Alabama",705,1381,4125,0,936,4125,3118,1589,644,0,644,410000,74800,0,737,1381,01,097,007300
"Census Tract 15.02, Mobile County, Alabama",373,514,1383,14,240,1383,844,665,448,68,448,203500,67500,0,66,514,01,097,001502
"Census Tract 4.02, Mobile County, Alabama",428,407,789,16,283,789,517,462,407,38,407,199700,-666666666,0,0,407,01,097,000402
"Census Tract 9.03, Mobile County, Alabama",816,581,1514,0,407,1503,1185,744,219,47,219,196600,129700,26,362,581,01,097,000903
"Census Tract 34.06, Mobile County, Alabama",777,1199,3164,0,845,3164,2415,1264,351,13,351,269500,100900,21,848,1199,01,097,003406
"Census Tract 36.06, Mobile County, Alabama",741,1585,3355,0,1127,3355,2782,1792,849,137,849,682800,154200,40,736,1585,01,097,003606
"Census Tract 36.07, Mobile County, Alabama",736,1616,3593,16,1163,3593,3118,2015,1044,243,1044,841600,137600,148,572,1616,01,097,003607
"Census Tract 37.06, Mobile County, Alabama",888,1431,3095,0,1028,3095,2688,1530,507,87,507,456600,160600,0,924,1431,01,097,003706
"Census Tract 39.01, Mobile County, Alabama",796,779,2041,12,425,2017,1621,906,312,0,312,191800,62700,0,467,779,01,097,003901
"Census Tract 51, Mobile County, Alabama",980,506,1601,0,362,1601,980,573,239,12,239,213700,57000,0,267,506,01,097,005100
"Census Tract 54, Mobile County, Alabama",860,1654,4564,0,1133,4539,3549,1945,733,87,733,614000,113300,0,921,1654,01,097,005400
"Census Tract 55, Mobile County, Alabama",906,1052,2767,0,751,2767,2205,1252,496,167,496,420000,97700,0,556,1052,01,097,005500
"Census Tract 61.02, Mobile County, Alabama",827,867,2258,0,541,2258,1875,1129,116,51,116,102400,88900,41,751,867,01,097,006102
"Census Tract 63.01, Mobile County, Alabama",846,3644,10887,0,2799,10851,8254,4080,523,47,523,472200,135700,94,3121,3644,01,097,006301
"Census Tract 66, Mobile County, Alabama",1072,1796,5757,0,1321,5676,4436,2089,238,102,238,196300,129300,0,1558,1796,01,097,006600
"Census Tract 13.02, Mobile County, Alabama",866,949,2659,25,559,2659,2079,1213,434,61,434,339300,62200,23,515,949,01,097,001302
"Census Tract 53, Mobile County, Alabama",653,801,1985,0,468,1985,1442,946,341,96,341,215900,96000,28,460,801,01,097,005300
"Census Tract 37.07, Mobile County, Alabama",828,2235,4896,0,1527,4876,3675,2432,1317,188,1317,1261900,128800,0,918,2235,01,097,003707
"Census Tract 37.08, Mobile County, Alabama",1129,1823,4700,0,1393,4681,3796,2010,488,119,488,512300,152100,21,1335,1823,01,097,003708
"Census Tract 37.09, Mobile County, Alabama",867,2824,6950,0,2238,6860,5721,3053,1017,25,1017,839100,147900,104,1807,2824,01,097,003709
"Census Tract 61.03, Mobile County, Alabama",872,1751,5684,0,1304,5513,4390,2132,465,93,465,297000,93900,29,1286,1751,01,097,006103
"Census Tract 106.03, Jefferson County, Alabama",772,1044,2581,5,704,2487,2167,1192,246,18,246,197100,123500,0,798,1044,01,073,010603
"Census Tract 107.06, Jefferson County, Alabama",1047,2385,4958,73,2172,4905,4078,2781,1622,165,1622,1634900,207200,15,763,2385,01,073,010706
"Census Tract 103.02, Jefferson County, Alabama",579,1498,4026,18,814,4026,3018,1811,983,97,983,559400,72500,33,515,1498,01,073,010302
"Census Tract 104.01, Jefferson County, Alabama",796,1413,3687,35,904,3679,2840,1841,654,38,654,499900,67300,0,759,1413,01,073,010401
"Census Tract 108.01, Jefferson County, Alabama",1187,2410,6044,0,2010,6041,4626,2636,938,123,938,1278500,633800,0,1472,2410,01,073,010801
"Census Tract 108.03, Jefferson County, Alabama",927,2290,6083,0,1818,6083,4786,2657,421,48,421,340900,210700,0,1869,2290,01,073,010803
"Census Tract 117.06, Jefferson County, Alabama",719,883,2445,6,682,2445,1950,957,156,0,156,78200,109700,49,727,883,01,073,011706
"Census Tract 118.02, Jefferson County, Alabama",772,2931,7082,17,2101,6957,5335,3271,1564,150,1564,1290300,95900,76,1367,2931,01,073,011802
"Census Tract 121.03, Jefferson County, Alabama",873,1616,4146,0,1175,4146,3478,1865,359,61,359,242500,99900,22,1257,1616,01,073,012103
"Census Tract 131, Jefferson County, Alabama",480,1782,4493,39,1046,4481,3533,2141,787,77,787,364700,74500,0,995,1782,01,073,013100
"Census Tract 12, Jefferson County, Alabama",688,1257,2803,40,695,2803,2426,1610,473,38,473,320500,57500,43,784,1257,01,073,001200
"Census Tract 45, Jefferson County, Alabama",732,1247,5071,10,847,4943,4419,1704,1172,174,1172,769600,178500,9,75,1247,01,073,004500
"Census Tract 112.08, Jefferson County, Alabama",997,1415,3933,0,1125,3933,3145,1532,167,29,167,164400,130400,77,1248,1415,01,073,011208
"Census Tract 127.01, Jefferson County, Alabama",717,1259,3664,0,986,3608,2851,1309,290,22,290,207000,123900,0,969,1259,01,073,012701
"Census Tract 122, Jefferson County, Alabama",729,1044,4245,0,692,2726,3759,1256,189,26,189,126700,91600,0,855,1044,01,073,012200
"Census Tract 104.02, Jefferson County, Alabama",722,788,2168,0,572,2168,1600,879,134,22,134,102900,140500,0,654,788,01,073,010402
"Census Tract 27, Jefferson County, Alabama",643,1891,3806,0,1015,2942,3606,2197,1595,159,1595,1309400,201200,83,296,1891,01,073,002700
"Census Tract 57.01, Jefferson County, Alabama",821,1054,2474,63,678,2474,2055,1354,410,65,410,310500,53700,0,644,1054,01,073,005701
"Census Tract 107.04, Jefferson County, Alabama",996,1260,4950,0,1116,4950,4386,1510,663,166,663,655200,345100,9,597,1260,01,073,010704
"Census Tract 129.08, Jefferson County, Alabama",945,2062,5689,0,1731,5689,4302,2183,1174,0,1174,1070500,175200,0,888,2062,01,073,012908
"Census Tract 53.02, Jefferson County, Alabama",1056,1480,3294,0,1073,3294,2837,1674,358,47,358,356400,118600,54,1122,1480,01,073,005302
"Census Tract 111.07, Jefferson County, Alabama",1325,3878,11401,13,3072,11305,8337,4171,328,0,328,331500,206900,178,3550,3878,01,073,011107
"Census Tract 133, Jefferson County, Alabama",803,1225,3581,0,824,3453,2843,1620,420,94,420,266700,55100,8,805,1225,01,073,013300
"Census Tract 144.06, Jefferson County, Alabama",1333,2141,5905,0,1593,5905,4496,2208,226,31,226,242700,273400,36,1915,2141,01,073,014406
"Census Tract 138.01, Jefferson County, Alabama",778,760,2057,12,434,2057,1712,1037,244,25,244,148000,59500,0,516,760,01,073,013801
"Census Tract 9568, Choctaw County, Alabama",545,1872,4370,0,1046,4242,3702,2366,566,14,566,252300,77000,0,1306,1872,01,023,956800
"Census Tract 9569, Choctaw County, Alabama",468,1388,3553,0,729,3553,2851,1814,151,0,151,49900,65100,0,1237,1388,01,023,956900
"Census Tract 9570, Choctaw County, Alabama",503,923,2293,0,477,2293,1883,1194,81,0,81,26800,58900,0,842,923,01,023,957000
"Census Tract 9731, Franklin County, Alabama",538,1106,2565,0,670,2565,2132,1342,309,0,309,81700,99700,9,797,1106,01,059,973100
"Census Tract 9734, Franklin County, Alabama",429,1056,2752,0,626,2752,2090,1313,317,43,317,127600,78100,106,739,1056,01,059,973400
"Census Tract 9729, Franklin County, Alabama",515,1443,3778,0,1045,3778,2998,1813,364,135,364,182500,90100,62,1079,1443,01,059,972900
"Census Tract 9733, Franklin County, Alabama",660,1106,2829,0,662,2776,2347,1547,383,195,383,230000,93600,56,723,1106,01,059,973300
"Census Tract 9735, Franklin County, Alabama",482,940,2186,8,696,2186,1823,1090,211,0,211,116000,88500,64,729,940,01,059,973500
"Census Tract 9730, Franklin County, Alabama",624,1807,5611,0,1333,5483,4189,2109,929,127,929,527800,86300,47,878,1807,01,059,973000
"Census Tract 9732, Franklin County, Alabama",596,1247,4312,0,942,4260,3105,1473,305,25,305,142100,133200,70,942,1247,01,059,973200
"Census Tract 9737, Franklin County, Alabama",710,2136,5879,16,1343,5879,4557,2566,636,68,636,308800,69100,19,1500,2136,01,059,973700
"Census Tract 307, Russell County, Alabama",741,1593,3850,0,1279,3650,2928,1920,876,111,876,657400,87900,89,717,1593,01,113,030700
"Census Tract 120.01, Jefferson County, Alabama",832,1731,4741,0,1201,4630,3726,1848,319,0,319,248200,112700,44,1412,1731,01,073,012001
"Census Tract 139.01, Jefferson County, Alabama",829,655,1809,20,431,1754,1515,817,220,9,220,177000,76400,0,435,655,01,073,013901
"Census Tract 9567, Choctaw County, Alabama",567,1280,2972,0,669,2972,2414,1955,286,0,286,113400,62400,6,994,1280,01,023,956700
"Census Tract 9736, Franklin County, Alabama",450,692,1595,3,419,1593,1356,879,137,4,137,50200,75000,23,555,692,01,059,973600
"Census Tract 129.07, Jefferson County, Alabama",1091,2147,4589,0,1731,4589,3711,2242,526,48,526,505600,174200,47,1621,2147,01,073,012907
"Census Tract 134, Jefferson County, Alabama",827,2000,4955,6,1569,4955,4242,2188,797,46,797,664000,97900,0,1203,2000,01,073,013400
"Census Tract 142.04, Jefferson County, Alabama",1481,3749,9922,0,3134,9880,7878,3884,358,0,358,471700,229400,52,3391,3749,01,073,014204
"Census Tract 15, Jefferson County, Alabama",622,1277,2721,40,845,2721,2336,1651,854,115,854,494900,54300,0,423,1277,01,073,001500
"Census Tract 23.06, Jefferson County, Alabama",897,1841,3686,59,1336,3673,3247,2001,503,7,503,497700,202400,25,1338,1841,01,073,002306
"Census Tract 34, Jefferson County, Alabama",817,840,2275,27,580,2275,1811,1168,450,86,450,335800,60900,25,390,840,01,073,003400
"Census Tract 50, Jefferson County, Alabama",783,1608,3502,34,1276,3485,3064,2173,1113,227,1113,953000,158500,0,495,1608,01,073,005000
"Census Tract 55, Jefferson County, Alabama",493,756,2191,19,502,2191,1493,1049,386,21,386,190000,58400,11,370,756,01,073,005500
"Census Tract 57.02, Jefferson County, Alabama",824,1229,2847,0,722,2847,2310,1861,485,144,485,322500,72100,0,744,1229,01,073,005702
"Census Tract 59.05, Jefferson County, Alabama",985,2139,5574,42,1652,5574,4113,2419,747,28,747,771200,78700,62,1392,2139,01,073,005905
"Census Tract 100.02, Jefferson County, Alabama",772,1818,4750,0,1264,4750,3638,2014,470,28,470,376500,107400,11,1348,1818,01,073,010002
"Census Tract 105, Jefferson County, Alabama",660,543,1316,4,327,1316,1093,731,200,72,200,109200,59100,0,343,543,01,073,010500
"Census Tract 108.05, Jefferson County, Alabama",1553,2649,6923,0,2080,6923,5576,2813,207,0,207,109000,333000,81,2442,2649,01,073,010805
"Census Tract 109, Jefferson County, Alabama",725,1739,4902,17,1028,4902,3828,2207,950,72,950,734500,74800,180,789,1739,01,073,010900
"Census Tract 114, Jefferson County, Alabama",551,2833,7157,16,1789,7149,5597,3061,450,0,450,206700,120000,16,2383,2833,01,073,011400
"Census Tract 126.02, Jefferson County, Alabama",890,1327,2939,0,962,2927,2109,1451,515,50,515,364700,89500,0,812,1327,01,073,012602
"Census Tract 129.05, Jefferson County, Alabama",1375,1503,4351,0,1127,4246,3229,1664,206,41,206,233000,455500,42,1297,1503,01,073,012905
"Census Tract 129.06, Jefferson County, Alabama",942,2682,6158,0,2023,6158,5006,2890,894,167,894,1005000,324300,10,1788,2682,01,073,012906
"Census Tract 30.01, Jefferson County, Alabama",631,1025,3479,64,581,3382,3145,1360,388,0,388,265300,74700,75,637,1025,01,073,003001
"Census Tract 19.02, Jefferson County, Alabama",793,754,1829,15,518,1812,1498,1092,490,22,490,366400,60600,64,264,754,01,073,001902
"Census Tract 22, Jefferson County, Alabama",919,922,2565,34,636,2501,2178,1143,327,51,327,293500,67000,18,595,922,01,073,002200
"Census Tract 29, Jefferson County, Alabama",459,1118,2185,139,622,2185,1751,1423,898,0,898,413800,-666666666,26,220,1118,01,073,002900
"Census Tract 31, Jefferson County, Alabama",792,1375,3683,36,973,3683,2646,1916,806,140,806,648900,81300,36,569,1375,01,073,003100
"Census Tract 47.02, Jefferson County, Alabama",713,1893,3491,0,1488,3491,3037,2107,738,67,738,565500,347600,56,1155,1893,01,073,004702
"Census Tract 48, Jefferson County, Alabama",731,1152,1991,36,826,1991,1852,1412,590,135,590,485400,562000,0,562,1152,01,073,004800
"Census Tract 59.07, Jefferson County, Alabama",1113,845,2213,0,665,2213,1801,899,111,0,111,118600,125000,0,734,845,01,073,005907
"Census Tract 112.07, Jefferson County, Alabama",698,1911,5564,10,1539,5552,4009,2106,698,0,698,514100,117300,72,1213,1911,01,073,011207
"Census Tract 112.10, Jefferson County, Alabama",578,1524,4237,0,1132,4237,2914,1654,926,13,926,575200,104200,35,598,1524,01,073,011210
"Census Tract 120.02, Jefferson County, Alabama",968,3236,7622,0,2378,7599,5980,3500,869,0,869,743100,136200,200,2367,3236,01,073,012002
"Census Tract 124.02, Jefferson County, Alabama",819,1059,2419,0,714,2419,1944,1482,276,48,276,195100,89600,125,783,1059,01,073,012402
"Census Tract 125, Jefferson County, Alabama",711,1520,4093,11,989,4093,3066,1968,522,65,522,337800,70800,16,998,1520,01,073,012500
"Census Tract 9533, Butler County, Alabama",650,687,1869,0,413,1869,1571,896,98,16,98,63700,83500,94,589,687,01,013,953300
"Census Tract 9534, Butler County, Alabama",555,882,2695,0,422,2613,2274,1402,331,134,331,141000,64400,187,551,882,01,013,953400
"Census Tract 9531, Butler County, Alabama",519,964,3084,0,667,2981,2337,1375,357,63,357,179200,88300,158,607,964,01,013,953100
"Census Tract 9532, Butler County, Alabama",603,1432,3957,0,960,3957,3003,1986,269,196,269,119800,81900,89,1163,1432,01,013,953200
"Census Tract 9535, Butler County, Alabama",300,484,1274,0,262,1269,1045,703,151,25,151,34600,64800,74,333,484,01,013,953500
"Census Tract 9528, Butler County, Alabama",814,553,1284,0,399,1284,1071,695,128,12,128,77200,106700,52,425,553,01,013,952800
"Census Tract 9.01, Mobile County, Alabama",770,731,1847,0,562,1832,1522,852,331,77,331,251300,181900,14,400,731,01,097,000901
"Census Tract 21, Mobile County, Alabama",855,1186,3857,9,885,3857,2739,1487,358,24,358,276100,74400,20,828,1186,01,097,002100
"Census Tract 10.01, Mobile County, Alabama",733,717,1663,35,486,1663,1524,970,462,109,462,360500,149400,21,255,717,01,097,001001
"Census Tract 18, Mobile County, Alabama",534,978,2680,8,648,2680,1992,1166,261,19,261,165400,64800,123,717,978,01,097,001800
"Census Tract 26, Mobile County, Alabama",532,1013,2243,29,483,2243,1953,1431,442,179,442,237900,74400,80,571,1013,01,097,002600
"Census Tract 30, Mobile County, Alabama",897,1401,3445,0,1019,3331,2836,1582,631,104,631,551500,121900,32,770,1401,01,097,003000
"Census Tract 34.04, Mobile County, Alabama",745,921,2599,6,699,2599,2025,1081,404,29,404,273900,100700,72,517,921,01,097,003404
"Census Tract 7.01, Mobile County, Alabama",680,702,2392,40,387,2392,1915,932,206,60,206,94300,72500,31,496,702,01,097,000701
"Census Tract 14, Mobile County, Alabama",701,752,1620,57,435,1620,1343,993,350,44,350,210700,55100,0,402,752,01,097,001400
"Census Tract 23.01, Mobile County, Alabama",867,729,1982,0,496,1982,1446,1057,305,63,305,245100,71000,11,424,729,01,097,002301
"Census Tract 25.02, Mobile County, Alabama",841,1031,2080,0,818,1938,1838,1234,418,64,418,367800,171800,101,613,1031,01,097,002502
"Census Tract 32.05, Mobile County, Alabama",612,1018,2564,36,695,2564,1727,1752,682,535,682,431800,104300,22,336,1018,01,097,003205
"Census Tract 36.08, Mobile County, Alabama",833,551,1414,0,407,1414,1193,589,94,16,94,79300,111800,16,457,551,01,097,003608
"Census Tract 36.02, Mobile County, Alabama",585,534,1432,0,314,1432,1160,635,360,68,360,213900,59600,17,174,534,01,097,003602
"Census Tract 35.02, Mobile County, Alabama",832,1082,2470,0,752,2470,1964,1121,71,0,71,43700,449100,29,1011,1082,01,097,003502
"Census Tract 15.01, Mobile County, Alabama",487,601,1447,44,315,1447,1051,1061,432,206,432,236900,66900,0,169,601,01,097,001501
"Census Tract 29, Mobile County, Alabama",909,1588,3854,0,1261,3854,3062,1943,810,308,810,687500,115200,23,778,1588,01,097,002900
"Census Tract 32.04, Mobile County, Alabama",804,1887,3839,62,1501,3839,2914,2535,1876,598,1876,1425600,-666666666,0,11,1887,01,097,003204
"Census Tract 36.05, Mobile County, Alabama",-666666666,0,757,0,0,757,757,0,0,0,0,-666666666,-666666666,0,0,0,01,097,003605
"Census Tract 35.01, Mobile County, Alabama",1101,1487,3644,0,1211,3644,3003,1610,402,21,402,388200,162200,64,1085,1487,01,097,003501
"Census Tract 62, Mobile County, Alabama",1069,1676,4994,0,1272,4975,4046,2165,161,40,161,78800,94200,45,1515,1676,01,097,006200
"Census Tract 69.01, Mobile County, Alabama",718,2838,7470,0,2164,7455,5591,3238,1209,100,1209,862400,124700,32,1629,2838,01,097,006901
"Census Tract 40, Mobile County, Alabama",766,816,2480,24,356,2480,1693,1195,480,0,480,289300,53200,0,336,816,01,097,004000
"Census Tract 61.04, Mobile County, Alabama",894,1670,4761,0,1235,4761,3759,1983,282,71,282,215600,104800,24,1388,1670,01,097,006104
"Census Tract 2, Mobile County, Alabama",527,747,1391,0,423,1287,1283,866,576,56,576,333800,198900,0,171,747,01,097,000200
"Census Tract 6, Mobile County, Alabama",669,733,1985,21,392,1872,1513,1032,366,32,366,239500,72200,20,367,733,01,097,000600
"Census Tract 9.02, Mobile County, Alabama",770,951,1917,0,717,1833,1614,1114,343,56,343,276800,176800,19,608,951,01,097,000902
"Census Tract 10.02, Mobile County, Alabama",919,799,1716,0,564,1716,1388,1074,334,29,334,270600,208200,31,465,799,01,097,001002
"Census Tract 8, Jefferson County, Alabama",506,1481,3071,59,800,3071,2762,2095,684,130,684,373100,54000,0,797,1481,01,073,000800
"Census Tract 130.02, Jefferson County, Alabama",561,705,1636,7,434,1621,1282,1013,265,15,265,139500,69500,29,440,705,01,073,013002
"Census Tract 132, Jefferson County, Alabama",952,787,2144,12,549,2144,1655,953,332,22,332,296300,71300,56,455,787,01,073,013200
"Census Tract 139.02, Jefferson County, Alabama",1014,858,2247,0,566,2217,1802,929,246,0,246,192800,96000,41,612,858,01,073,013902
"Census Tract 23.05, Jefferson County, Alabama",988,1476,3237,0,1245,3237,2648,1702,445,28,445,447000,191100,84,1031,1476,01,073,002305
"Census Tract 36, Jefferson County, Alabama",834,1859,4678,48,1231,4554,3869,2219,707,43,707,526100,81500,19,1152,1859,01,073,003600
"Census Tract 38.03, Jefferson County, Alabama",741,1571,3614,47,1067,3584,3031,2212,663,106,663,498100,69900,22,908,1571,01,073,003803
"Census Tract 52, Jefferson County, Alabama",963,1423,3405,8,910,3405,2854,1850,406,67,406,341500,71300,0,1017,1423,01,073,005200
"Census Tract 58, Jefferson County, Alabama",789,2091,3704,0,1628,3704,3301,2660,1739,360,1739,1524900,165700,0,352,2091,01,073,005800
"Census Tract 101, Jefferson County, Alabama",658,598,1284,0,274,1284,1050,893,340,30,340,184800,45400,0,258,598,01,073,010100
"Census Tract 117.05, Jefferson County, Alabama",847,2794,7518,0,1766,7381,5763,2955,231,0,231,205700,143000,98,2563,2794,01,073,011705
"Census Tract 107.02, Jefferson County, Alabama",1013,2090,4652,22,1897,4633,3741,2433,703,80,703,814800,360200,29,1387,2090,01,073,010702
"Census Tract 108.04, Jefferson County, Alabama",2781,1085,3014,0,842,3014,2189,1124,56,0,56,82800,570100,39,1029,1085,01,073,010804
"Census Tract 112.09, Jefferson County, Alabama",690,1314,3555,0,800,3555,2457,1566,746,65,746,499900,97500,35,568,1314,01,073,011209
"Census Tract 118.04, Jefferson County, Alabama",879,1131,2841,0,844,2841,2066,1323,633,107,633,520900,112100,0,498,1131,01,073,011804
"Census Tract 143.02, Jefferson County, Alabama",1329,3321,7732,74,2835,7552,6332,3817,1278,165,1278,1693900,267300,44,2043,3321,01,073,014302
"Census Tract 124.01, Jefferson County, Alabama",776,1467,3903,0,1108,3892,3197,1628,343,87,343,283700,145600,23,1124,1467,01,073,012401
"Census Tract 141.02, Jefferson County, Alabama",739,1597,4337,8,1034,4337,3524,2123,289,4,289,160700,110900,83,1308,1597,01,073,014102
"Census Tract 142.03, Jefferson County, Alabama",970,5111,12771,27,4057,12771,10586,5416,549,0,549,385600,195700,78,4562,5111,01,073,014203
"Census Tract 144.04, Jefferson County, Alabama",1044,2379,5642,5,1993,5642,4430,2541,1013,137,1013,1089200,269700,25,1366,2379,01,073,014404
"Census Tract 117.04, Jefferson County, Alabama",944,1347,3482,0,989,3474,2994,1530,111,0,111,54000,161600,123,1236,1347,01,073,011704
"Census Tract 118.03, Jefferson County, Alabama",1006,1653,4775,19,1212,4775,3324,2111,836,189,836,833200,90900,54,817,1653,01,073,011803
"Census Tract 123.02, Jefferson County, Alabama",755,1418,3550,9,982,3550,3013,1599,241,20,241,170300,129900,46,1177,1418,01,073,012302
"Census Tract 136.01, Jefferson County, Alabama",697,1267,3364,41,646,3364,2702,1808,434,102,434,287300,62300,68,833,1267,01,073,013601
"Census Tract 143.01, Jefferson County, Alabama",786,1117,2614,0,676,2614,2228,1327,325,58,325,346600,104900,25,792,1117,01,073,014301
"Census Tract 7, Jefferson County, Alabama",476,986,2739,125,678,2739,1805,1192,682,32,682,275200,47500,28,304,986,01,073,000700
"Census Tract 11, Jefferson County, Alabama",611,1874,4636,0,1302,4513,3725,2112,619,43,619,364700,87000,0,1255,1874,01,073,001100
"Census Tract 14, Jefferson County, Alabama",799,891,2086,18,568,2086,1784,1191,385,61,385,241600,57300,20,506,891,01,073,001400
"Census Tract 20, Jefferson County, Alabama",668,1412,3664,0,1077,3590,2861,1898,913,97,913,607300,70300,79,499,1412,01,073,002000
"Census Tract 38.02, Jefferson County, Alabama",1019,1890,5191,60,1346,5191,4176,2438,889,228,889,829000,68900,0,1001,1890,01,073,003802
"Census Tract 40, Jefferson County, Alabama",606,1581,2990,44,779,2990,2548,2045,1135,124,1135,701100,68500,21,446,1581,01,073,004000
"Census Tract 51.01, Jefferson County, Alabama",514,685,1933,25,463,1933,1223,1200,588,71,588,264600,83800,0,97,685,01,073,005101
"Census Tract 100.01, Jefferson County, Alabama",795,1909,4876,0,1365,4660,3623,2319,948,123,948,708400,86100,115,961,1909,01,073,010001
"Census Tract 25.01, Mobile County, Alabama",946,1594,3562,0,1434,3540,2942,1882,578,115,578,515600,154100,112,1016,1594,01,097,002501
"Census Tract 28, Mobile County, Alabama",683,2026,4561,0,1689,4561,3611,2314,1094,109,1094,678300,99100,111,932,2026,01,097,002800
"Census Tract 33.02, Mobile County, Alabama",1220,1617,3967,0,1100,3865,3331,1918,558,183,558,632300,351800,82,1059,1617,01,097,003302
"Census Tract 401.04, St. Clair County, Alabama",819,2188,5096,0,1704,5096,4137,2280,431,0,431,332500,144600,0,1757,2188,01,115,040104
